ID,name,FoodGroup,Calories,Fat,Protein,Carbohydrate
605,Oatmeal Regular Or Quick Made With Water Ns As To Fat Added In Cooking,Breakfast Cereals,76,2.57,2.18,11.17
606,Cereal Cooked Nfs,Breakfast Cereals,64,1.09,2.21,11.36
607,Oatmeal Ns As To Regular Quick Or Instant Fat Not Added In Cooking,Breakfast Cereals,64,1.09,2.21,11.36
608,Oatmeal Regular Or Quick Made With Water Fat Not Added In Cooking,Breakfast Cereals,64,1.09,2.21,11.36
609,Oats Instant Fortified Plain Prepared With Water (Boiling Water Added Or Microwaved),Breakfast Cereals,68,1.36,2.37,11.67
610,Oatmeal From Fast Food Plain,Breakfast Cereals,79,2.4,2.6,11.95
611,Oatmeal Multigrain Fat Added In Cooking,Breakfast Cereals,68,1.95,2.1,11.98
612,Oatmeal Multigrain Ns As To Fat Added In Cooking,Breakfast Cereals,68,1.95,2.1,11.98
613,Oats Regular And Quick And Instant Unenriched Cooked With Water (Includes Boiling And Microw,Breakfast Cereals,71,1.52,2.54,12
614,Oatmeal Multigrain Fat Not Added In Cooking,Breakfast Cereals,56,0.46,2.12,12.19
615,Oatmeal Instant Plain Made With Water Fat Added In Cooking,Breakfast Cereals,87,3.64,2.2,12.74
616,Oatmeal Instant Plain Made With Water Ns As To Fat Added In Cooking,Breakfast Cereals,87,3.64,2.2,12.74
617,Oatmeal Instant Plain Made With Water Fat Not Added In Cooking,Breakfast Cereals,68,1.3,2.26,13.15
618,Oatmeal Regular Or Quick Made With Non-Dairy Milk Fat Added In Cooking,Breakfast Cereals,107,3.81,3.28,15.08
619,Oatmeal Regular Or Quick Made With Non-Dairy Milk Ns As To Fat Added In Cooking,Breakfast Cereals,107,3.81,3.28,15.08
620,Oatmeal Regular Or Quick Made With Non-Dairy Milk Fat Not Added In Cooking,Breakfast Cereals,96,2.35,3.33,15.34
621,Oatmeal Instant Plain Made With Non-Dairy Milk Fat Added In Cooking,Breakfast Cereals,112,4.62,3.08,15.83
622,Oatmeal Instant Plain Made With Non-Dairy Milk Ns As To Fat Added In Cooking,Breakfast Cereals,112,4.62,3.08,15.83
623,Oatmeal Regular Or Quick Made With Milk Fat Added In Cooking,Breakfast Cereals,126,4.59,5.41,15.97
624,Oatmeal Regular Or Quick Made With Milk Ns As To Fat Added In Cooking,Breakfast Cereals,126,4.59,5.41,15.97
625,Oatmeal Reduced Sugar Flavored Fat Added In Cooking,Breakfast Cereals,100,3.51,2.29,16.11
626,Oatmeal Reduced Sugar Flavored Ns As To Fat Added In Cooking,Breakfast Cereals,100,3.51,2.29,16.11
627,Oatmeal Reduced Sugar Plain Fat Added In Cooking,Breakfast Cereals,100,3.51,2.29,16.11
628,Oatmeal Reduced Sugar Plain Ns As To Fat Added In Cooking,Breakfast Cereals,100,3.51,2.29,16.11
629,Oatmeal Regular Or Quick Made With Milk Fat Not Added In Cooking,Breakfast Cereals,115,3.15,5.5,16.25
630,Oatmeal Instant Plain Made With Non-Dairy Milk Fat Not Added In Cooking,Breakfast Cereals,94,2.32,3.16,16.35
631,Oatmeal Instant Plain Made With Milk Ns As To Fat Added In Cooking,Breakfast Cereals,127,5.24,4.76,16.54
632,Oatmeal Reduced Sugar Flavored Fat Not Added In Cooking,Breakfast Cereals,83,1.28,2.35,16.62
633,Oatmeal Reduced Sugar Plain Fat Not Added In Cooking,Breakfast Cereals,83,1.28,2.35,16.62
634,Oatmeal Instant Plain Made With Milk Fat Not Added In Cooking,Breakfast Cereals,110,2.96,4.9,17.08
635,Oats Instant Fortified With Raisins And Spice Prepared With Water,Breakfast Cereals,88,0.95,1.98,17.91
636,Oats Instant Fortified With Cinnamon And Spice Prepared With Water,Breakfast Cereals,96,1.21,2.37,18.95
637,Oatmeal Instant Fruit Flavored Fat Added In Cooking,Breakfast Cereals,112,3.32,2.29,19.51
638,Oatmeal Instant Fruit Flavored Ns As To Fat Added In Cooking,Breakfast Cereals,112,3.32,2.29,19.51
639,Oatmeal Instant Maple Flavored Fat Added In Cooking,Breakfast Cereals,113,3.37,2.38,19.64
640,Oatmeal Instant Maple Flavored Ns As To Fat Added In Cooking,Breakfast Cereals,113,3.37,2.38,19.64
641,Oatmeal Instant Other Flavors Fat Added In Cooking,Breakfast Cereals,113,3.37,2.38,19.64
642,Oatmeal Instant Other Flavors Ns As To Fat Added In Cooking,Breakfast Cereals,113,3.37,2.38,19.64
643,Oatmeal Instant Fruit Flavored Fat Not Added In Cooking,Breakfast Cereals,96,1.19,2.34,20.09
644,Oatmeal Instant Maple Flavored Fat Not Added In Cooking,Breakfast Cereals,97,1.25,2.44,20.23
645,Oatmeal Instant Other Flavors Fat Not Added In Cooking,Breakfast Cereals,97,1.25,2.44,20.23
646,Oatmeal From Fast Food Maple Flavored,Breakfast Cereals,109,2.2,2.4,20.39
647,Oatmeal From Fast Food Other Flavors,Breakfast Cereals,109,2.2,2.4,20.39
648,Oatmeal From Fast Food Fruit Flavored,Breakfast Cereals,122,2.04,2.28,24.61
649,Oatmeal Made With Milk And Sugar Puerto Rican Style,Breakfast Cereals,145,2.62,4.57,26.36
650,Oats Regular And Quick Not Fortified Dry,Breakfast Cereals,379,6.52,13.15,67.7
651,Oats Instant Fortified Plain Dry,Breakfast Cereals,362,6.9,11.92,69.52
652,Cereal (General Mills Cheerios),Breakfast Cereals,376,6.73,12.09,73.23
653,Cereal (Malt-O-Meal Toasted Oat Cereal),Breakfast Cereals,376,6.73,12.09,73.23
654,Cereal Oat Nfs,Breakfast Cereals,376,6.73,12.09,73.23
655,Cereal (Kellogg's Special K),Breakfast Cereals,377,1.79,17.79,73.4
656,Cereal Muesli,Breakfast Cereals,355,5.4,8.6,74.9
657,Cereal (General Mills Reese's Puffs),Breakfast Cereals,413,11.1,6.8,75.6
658,Alpen,Breakfast Cereals,352,3.3,11.2,75.7
659,Oats Instant Fortified With Cinnamon And Spice Dry,Breakfast Cereals,369,4.84,9.53,76.08
660,Cereal (General Mills Cheerios Protein),Breakfast Cereals,378,5.08,12.26,76.19
661,Oats Instant Fortified Maple And Brown Sugar Dry,Breakfast Cereals,386,4.73,9.25,76.67
662,Cereal (General Mills Cinnamon Toast Crunch),Breakfast Cereals,410,10.25,5.45,77.99
663,Cereal (General Mills Oatmeal Crisp With Almonds),Breakfast Cereals,390,6.69,9.89,78.09
664,Cereal (General Mills Basic 4),Breakfast Cereals,358,4,6.69,79.09
665,Cereal (Nature Valley Granola),Breakfast Cereals,381,4.69,7.9,79.4
666,Cereal Ready-To-Eat Nfs,Breakfast Cereals,374,4.86,8.92,79.48
667,Cereal (General Mills Cheerios Honey Nut),Breakfast Cereals,376,5,8.85,79.69
668,Cereal (Malt-O-Meal Honey Nut Toasty O's),Breakfast Cereals,376,5,8.85,79.69
669,Cereal (General Mills Cheerios Frosted),Breakfast Cereals,376,4.69,9,79.8
670,Cereal (General Mills Cheerios Apple Cinnamon),Breakfast Cereals,386,6.09,8.3,79.9
671,Cereal (Kellogg's Low Fat Granola With Raisins),Breakfast Cereals,381,5.2,9,80.1
672,Cereal Granola,Breakfast Cereals,381,5.2,9,80.1
673,Cereal (Kashi Heart To Heart Oat Flakes And Blueberry Clusters),Breakfast Cereals,376,3.79,10.39,80.3
674,Cereal (General Mills Cheerios Berry Burst),Breakfast Cereals,378,4.5,8.8,80.5
675,Cereal (General Mills Cheerios Oat Cluster Crunch),Breakfast Cereals,378,4.6,8.5,80.7
676,Cereal (General Mills Oatmeal Crisp With Raisins),Breakfast Cereals,372,3.79,8.5,80.8
677,Cereal (General Mills Lucky Charms),Breakfast Cereals,380,5.02,7.67,80.89
3626,Cereal (Kellogg's Low Fat Granola),Breakfast Cereals,389,5.7,8.7,80.9
3627,Cereal (Kellogg's Special K Low Fat Granola),Breakfast Cereals,389,5.7,8.7,80.9
3628,Cereal (General Mills Chex Chocolate),Breakfast Cereals,412,8.39,4.8,81.09
3629,Cereal (General Mills Cheerios Multigrain),Breakfast Cereals,370,4.09,8.3,81.4
3630,Cereal (General Mills Cheerios Yogurt Burst),Breakfast Cereals,400,5.23,6.67,81.75
3631,Cereal (General Mills Chex Cinnamon),Breakfast Cereals,403,6.59,5,82.4
3632,Cereal (General Mills 25% Less Sugar Cocoa Puffs),Breakfast Cereals,380,5.19,6.5,82.69
3633,Cereal (Kellogg's Cinnabon),Breakfast Cereals,410,7.3,5.69,83.3
3634,Cereal (General Mills Cheerios Chocolate),Breakfast Cereals,380,5.09,5.8,83.5
3635,Cereal (General Mills Cocoa Puffs),Breakfast Cereals,383,5.2,5.6,83.7
3636,Cereal (General Mills Kix Berry Berry),Breakfast Cereals,376,4.19,6.19,83.9
3637,Barbaras Puffins Original,Breakfast Cereals,333,3.7,7.41,84
3638,Cereal (Kellogg's Corn Flakes),Breakfast Cereals,357,0.4,7.5,84.1
3639,Cereal Corn Flakes,Breakfast Cereals,357,0.4,7.5,84.1
3640,Cereal (General Mills Cheerios Fruity),Breakfast Cereals,381,4.59,5.8,84.19
3641,Cereal (Kellogg's Product 19),Breakfast Cereals,374,1.3,8.5,84.3
3642,Cereal (General Mills Lucky Charms Chocolate),Breakfast Cereals,381,4.4,5.59,84.4
3643,Cereal (General Mills Cookie Crisp),Breakfast Cereals,380,4.4,5.2,84.5
3644,Cereal (General Mills Count Chocula),Breakfast Cereals,383,4.69,5.4,84.5
3645,Cereal (General Mills Cheerios Banana Nut),Breakfast Cereals,375,4,5.5,84.69
3646,Cereal (General Mills Chex Corn),Breakfast Cereals,370,2.4,6.4,85
3647,Cereal (Kellogg's Rice Krispies),Breakfast Cereals,381,2.05,6.75,85.05
3648,Cereal (Malt-O-Meal Crispy Rice),Breakfast Cereals,381,2.05,6.75,85.05
3649,Cereal (General Mills Chex Rice),Breakfast Cereals,375,1.89,6.4,85.09
3650,Cereal (General Mills Golden Grahams),Breakfast Cereals,374,3.2,5.3,85.1
3651,Cereal (Malt-O-Meal Blueberry Muffin Tops),Breakfast Cereals,374,3.2,5.3,85.1
3652,Cereal (Malt-O-Meal Honey Graham Squares),Breakfast Cereals,374,3.2,5.3,85.1
3653,Cereal (General Mills Honey Nut Clusters),Breakfast Cereals,374,2,7.7,85.2
3654,Cereal (General Mills Boo Berry),Breakfast Cereals,386,4.3,5.5,85.4
3655,Cereal (General Mills Frankenberry),Breakfast Cereals,386,4.3,5.5,85.4
3656,Cereal (General Mills 25% Less Sugar Trix),Breakfast Cereals,383,4,5.4,85.5
3657,Cereal (Kellogg's Rice Krispies Treats Cereal),Breakfast Cereals,395,4.19,4.3,85.59
3658,Cereal (General Mills Trix),Breakfast Cereals,384,3.79,4.9,86.19
3659,Cereal Crispy Brown Rice,Breakfast Cereals,394,1.26,6.69,86.22
3660,Cereal Rice Flakes,Breakfast Cereals,394,1.26,6.69,86.22
3661,Cereal (Kellogg's Special K Blueberry),Breakfast Cereals,363,1.5,6.9,86.3
3662,Cereal (General Mills Chex Honey Nut),Breakfast Cereals,375,2,6.3,86.67
3663,Cereal (Kellogg's Smart Start Strong),Breakfast Cereals,371,1.5,7.5,86.8
3664,Cereal (Kellogg's Honey Crunch Corn Flakes),Breakfast Cereals,385,1.9,6.8,87
3665,Cereal (Kellogg's Crispix),Breakfast Cereals,378,0.8,6.59,87.19
3666,Cereal (Kellogg's Frosted Flakes Reduced Sugar),Breakfast Cereals,357,0.4,5.59,87.3
3667,Cereal (Kellogg's Cocoa Krispies),Breakfast Cereals,389,2.7,4.6,87.9
3668,Cereal (Kellogg's Honey Smacks),Breakfast Cereals,380,2.2,5.7,88.5
3669,Cereal (Malt-O-Meal Golden Puffs),Breakfast Cereals,380,2.2,5.7,88.5
3670,Cereal Puffed Wheat Sweetened,Breakfast Cereals,380,2.2,5.7,88.5
3671,Cereal (Kellogg's Frosted Flakes),Breakfast Cereals,369,1.68,3.96,89.2
3672,Cereal Frosted Corn Flakes,Breakfast Cereals,369,1.68,3.96,89.2
3673,Cereal (Kellogg's Froot Loops Marshmallow),Breakfast Cereals,376,2.79,4.59,89.3
3674,Cereal (Kellogg's Corn Pops),Breakfast Cereals,387,1.3,4.8,89.7
3675,Cereal (Kellogg's Frosted Krispies),Breakfast Cereals,384,0.4,4.3,91.3
3676,Cereal Frosted Rice,Breakfast Cereals,384,0.4,4.3,91.3
680,Egg Omelet,Egg,154,11.66,10.57,0.64
681,Egg Yolk Dried,Egg,669,59.13,33.63,0.66
685,Egg Whites (Raw),Egg,52,0.17,10.9,0.73
686,Egg Yolk Raw Frozen Pasteurized,Egg,296,25.6,15.53,0.81
687,Egg Whole Raw Frozen Salted Pasteurized,Egg,138,10.07,10.97,0.83
688,Egg Whole Raw Frozen Pasteurized,Egg,147,9.95,12.33,1.01
689,Egg White Raw Frozen Pasteurized,Egg,48,0,10.2,1.04
693,Egg Yolk Raw Frozen Salted Pasteurized,Egg,275,22.93,14.07,1.77
696,Egg Whole Dried Stabilized Glucose Reduced,Egg,615,43.95,48.17,2.38
716,Egg Yolks (Raw),Egg,322,26.54,15.86,3.59
722,Egg White Dried Flakes Stabilized Glucose Reduced,Egg,351,0.04,76.92,4.17
725,Egg White Dried Powder Stabilized Glucose Reduced,Egg,376,0.04,82.4,4.47
727,Egg White Powder,Egg,357,0.32,84.08,4.51
737,Egg Whole Boiled Or Poached,Egg,142,9.44,12.47,0.72
739,Egg Whole Fried With Animal Fat Or Meat Drippings,Egg,209,16.35,13.47,0.76
740,Egg Whole Fried With Butter,Egg,204,16.08,13.3,0.76
741,Egg Whole Fried With Oil,Egg,215,17.24,13.27,0.76
742,Egg White Omelet Scrambled Or Fried Made With Butter,Egg,108,6.24,11.55,0.77
743,Egg White Omelet Scrambled Or Fried Made With Oil,Egg,119,7.38,11.52,0.77
744,Egg Whole Fried Ns As To Fat Added In Cooking,Egg,207,16.4,13.27,0.77
745,Egg Whole Fried Ns As To Type Of Fat,Egg,207,16.4,13.27,0.77
746,Egg White Cooked Fat Added In Cooking,Egg,111,6.55,11.52,0.78
747,Egg White Cooked Ns As To Fat Added In Cooking,Egg,111,6.55,11.52,0.78
748,Egg White Omelet Scrambled Or Fried Ns As To Fat Added In Cooking,Egg,111,6.55,11.52,0.78
749,Egg White Omelet Scrambled Or Fried Ns As To Type Of Fat,Egg,111,6.55,11.52,0.78
750,Egg Whole Fried With Margarine,Egg,204,16.05,13.25,0.81
751,Egg Whole Fried Without Fat,Egg,161,10.73,14.17,0.81
752,Egg White Cooked Fat Not Added In Cooking,Egg,59,0.19,12.29,0.82
753,Egg White Omelet Scrambled Or Fried Made With Margarine,Egg,108,6.21,11.5,0.82
754,Egg White Omelet Scrambled Or Fried Made Without Fat,Egg,59,0.19,12.29,0.82
755,Egg Whole Fried With Cooking Spray,Egg,166,11.19,14.08,0.95
756,Egg White Omelet Scrambled Or Fried Made With Cooking Spray,Egg,64,0.72,12.22,0.96
757,Egg Whole Cooked Ns As To Cooking Method,Egg,179,13.54,12.3,1.1
758,Egg Whole Pickled,Egg,154,10.53,12.49,1.11
759,Egg White Omelet Scrambled Or Fried With Cheese Fat Added In Cooking,Egg,167,11.67,13.56,1.16
760,Egg White Omelet Scrambled Or Fried With Cheese Ns As To Fat Added In Cooking,Egg,167,11.67,13.56,1.16
761,Egg White Omelet Scrambled Or Fried With Cheese Fat Not Added In Cooking,Egg,118,5.81,14.34,1.22
762,Egg White Omelet Scrambled Or Fried With Meat Fat Added In Cooking,Egg,195,13.55,15.7,1.6
763,Egg White Omelet Scrambled Or Fried With Meat Ns As To Fat Added In Cooking,Egg,195,13.55,15.7,1.6
766,Egg White Omelet Scrambled Or Fried With Meat Fat Not Added In Cooking,Egg,161,9.38,16.35,1.67
767,Egg White Omelet Scrambled Or Fried With Cheese And Meat Fat Added In Cooking,Egg,219,15.83,16.66,1.78
768,Egg White Omelet Scrambled Or Fried With Cheese And Meat Ns As To Fat Added In Cooking,Egg,219,15.83,16.66,1.78
769,Egg Omelet Or Scrambled Egg Made With Butter,Egg,172,13.05,11.18,1.81
770,Egg Omelet Or Scrambled Egg Made With Oil,Egg,180,13.95,11.16,1.81
771,Egg Whole Baked Fat Added In Cooking,Egg,168,12.74,10.9,1.81
772,Egg Whole Baked Ns As To Fat Added In Cooking,Egg,168,12.74,10.9,1.81
773,Egg Omelet Or Scrambled Egg Made With Animal Fat Or Meat Drippings,Egg,175,13.24,11.31,1.82
774,Egg Omelet Or Scrambled Egg Ns As To Fat Added In Cooking,Egg,174,13.29,11.16,1.82
775,Egg Omelet Or Scrambled Egg Ns As To Type Of Fat,Egg,174,13.29,11.16,1.82
776,Egg Omelet Or Scrambled Egg Made With Margarine,Egg,172,13.03,11.14,1.85
777,Egg White Omelet Scrambled Or Fried With Cheese And Meat Fat Not Added In Cooking,Egg,190,12.16,17.29,1.85
778,Egg Whole Baked Fat Not Added In Cooking,Egg,134,8.58,11.48,1.86
779,Egg Omelet Or Scrambled Egg Made Without Fat,Egg,137,8.77,11.74,1.9
780,Egg Omelet Or Scrambled Egg Made With Cooking Spray,Egg,141,9.14,11.68,2
781,Egg Omelet Or Scrambled Egg With Cheese Made With Butter,Egg,204,15.86,12.86,2
782,Egg Omelet Or Scrambled Egg With Cheese Made With Oil,Egg,212,16.66,12.84,2
783,Egg Omelet Or Scrambled Egg With Cheese Made With Animal Fat Or Meat Drippings,Egg,208,16.04,12.98,2.01
784,Egg Omelet Or Scrambled Egg With Cheese Made With Margarine,Egg,204,15.84,12.82,2.04
785,Egg Omelet Or Scrambled Egg With Cheese Made Without Fat,Egg,175,12.22,13.43,2.1
786,Egg White Omelet Scrambled Or Fried With Meat And Vegetables Fat Added In Cooking,Egg,175,12.83,12.32,2.15
787,Egg White Omelet Scrambled Or Fried With Meat And Vegetables Ns As To Fat Added In Cooking,Egg,175,12.83,12.32,2.15
788,Egg Omelet Or Scrambled Egg With Cheese Made With Cooking Spray,Egg,178,12.53,13.37,2.18
789,Egg Omelet Or Scrambled Egg With Meat Made With Animal Fat Or Meat Drippings,Egg,222,16.65,14.93,2.19
790,Egg Omelet Or Scrambled Egg With Meat Made With Butter,Egg,220,16.51,14.83,2.19
791,Egg Omelet Or Scrambled Egg With Meat Made With Oil,Egg,225,17.13,14.82,2.19
792,Egg Omelet Or Scrambled Egg With Meat Ns As To Fat Added In Cooking,Egg,221,16.68,14.81,2.19
793,Egg Omelet Or Scrambled Egg With Meat Ns As To Type Of Fat,Egg,221,16.68,14.81,2.19
794,Egg Omelet Or Scrambled Egg With Meat Made With Margarine,Egg,220,16.49,14.8,2.21
795,Egg Omelet Or Scrambled Egg With Meat Made Without Fat,Egg,198,13.74,15.34,2.27
796,Egg White Omelet Scrambled Or Fried With Cheese Meat And Vegetables Fat Added In Cooking,Egg,201,15.11,13.57,2.27
797,Egg White Omelet Scrambled Or Fried With Cheese Meat And Vegetables Ns As To Fat Added In Cooking,Egg,201,15.11,13.57,2.27
798,Egg White Omelet Scrambled Or Fried With Meat And Vegetables Fat Not Added In Cooking,Egg,118,5.88,13.17,2.29
799,Egg Omelet Or Scrambled Egg With Cheese And Meat Made With Animal Fat Or Meat Drippings,Egg,241,18.36,15.82,2.3
800,Egg Omelet Or Scrambled Egg With Cheese And Meat Made With Butter,Egg,239,18.23,15.73,2.3
801,Egg Omelet Or Scrambled Egg With Cheese And Meat Made With Oil,Egg,244,18.8,15.72,2.3
802,Egg Omelet Or Scrambled Egg With Cheese And Meat Ns As To Fat Added In Cooking,Egg,240,18.39,15.72,2.3
803,Egg Omelet Or Scrambled Egg With Cheese And Meat Ns As To Type Of Fat,Egg,240,18.39,15.72,2.3
804,Egg Omelet Or Scrambled Egg With Cheese And Meat Made With Margarine,Egg,239,18.21,15.7,2.32
805,Egg Omelet Or Scrambled Egg With Meat Made With Cooking Spray,Egg,200,13.98,15.29,2.33
806,Egg Omelet Or Scrambled Egg With Cheese And Meat Made Without Fat,Egg,220,15.75,16.22,2.37
807,Egg Omelet Or Scrambled Egg With Cheese Meat And Dark-Green Vegetables Fat Added In Cooking,Egg,226,17.44,14.36,2.38
808,Egg Omelet Or Scrambled Egg With Cheese Meat And Dark-Green Vegetables Ns As To Fat Added In Cooking,Egg,226,17.44,14.36,2.38
809,Egg White Omelet Scrambled Or Fried With Cheese Meat And Vegetables Fat Not Added In Cooking,Egg,151,8.98,14.41,2.41
810,Egg Omelet Or Scrambled Egg With Cheese And Meat Made With Cooking Spray,Egg,222,15.96,16.18,2.43
811,Egg Omelet Or Scrambled Egg With Cheese Meat And Dark-Green Vegetables Fat Not Added In Cooking,Egg,199,14.1,14.86,2.46
812,Egg Omelet Or Scrambled Egg With Cheese Meat Tomatoes And Dark-Green Vegetables Fat Added In Cooking,Egg,215,16.54,13.66,2.49
813,Egg Omelet Or Scrambled Egg With Cheese Meat Tomatoes And Dark-Green Vegetables Ns As To Fat Added In Cooking,Egg,215,16.54,13.66,2.49
814,Egg Omelet Or Scrambled Egg With Meat Tomatoes And Dark-Green Vegetables Fat Added In Cooking,Egg,176,13.1,11.53,2.54
815,Egg Omelet Or Scrambled Egg With Meat Tomatoes And Dark-Green Vegetables Ns As To Fat Added In Cooking,Egg,176,13.1,11.53,2.54
816,Egg Omelet Or Scrambled Egg With Cheese Meat Tomatoes And Dark-Green Vegetables Fat Not Added In Cooking,Egg,189,13.35,14.11,2.57
817,Egg Omelet Or Scrambled Egg With Meat And Dark-Green Vegetables Fat Added In Cooking,Egg,186,13.85,12.27,2.58
818,Egg Omelet Or Scrambled Egg With Meat And Dark-Green Vegetables Ns As To Fat Added In Cooking,Egg,186,13.85,12.27,2.58
819,Egg Omelet Or Scrambled Egg With Meat Tomatoes And Dark-Green Vegetables Fat Not Added In Cooking,Egg,147,9.54,11.94,2.63
820,Egg Omelet Or Scrambled Egg With Meat And Vegetables Other Than Dark-Green And/or Tomatoes Fat Added In Cooking,Egg,208,16.42,11.96,2.64
821,Egg Omelet Or Scrambled Egg With Meat And Vegetables Other Than Dark-Green And/or Tomatoes Ns As To Fat Added In Cooking,Egg,208,16.42,11.96,2.64
822,Egg Omelet Or Scrambled Egg With Dark-Green Vegetables Fat Added In Cooking,Egg,156,11.65,9.81,2.66
823,Egg Omelet Or Scrambled Egg With Dark-Green Vegetables Ns As To Fat Added In Cooking,Egg,156,11.65,9.81,2.66
824,Egg Omelet Or Scrambled Egg With Meat And Dark-Green Vegetables Fat Not Added In Cooking,Egg,155,10.11,12.73,2.68
825,Egg Omelet Or Scrambled Egg With Meat And Tomatoes Fat Added In Cooking,Egg,163,12.1,10.46,2.68
826,Egg Omelet Or Scrambled Egg With Meat And Tomatoes Ns As To Fat Added In Cooking,Egg,163,12.1,10.46,2.68
827,Egg Omelet Or Scrambled Egg With Cheese Meat And Vegetables Other Than Dark-Green And/or Tomatoes Fat Added In Cooking,Egg,228,18.1,13.07,2.71
828,Egg Omelet Or Scrambled Egg With Cheese Meat And Vegetables Other Than Dark-Green And/or Tomatoes Ns As To Fat Added In Cooking,Egg,228,18.1,13.07,2.71
829,Egg Omelet Or Scrambled Egg With Tomatoes And Dark-Green Vegetables Fat Added In Cooking,Egg,140,10.38,8.73,2.73
830,Egg Omelet Or Scrambled Egg With Tomatoes And Dark-Green Vegetables Ns As To Fat Added In Cooking,Egg,140,10.38,8.73,2.73
831,Egg Omelet Or Scrambled Egg With Cheese And Dark-Green Vegetables Fat Added In Cooking,Egg,185,14.17,11.36,2.74
832,Egg Omelet Or Scrambled Egg With Cheese And Dark-Green Vegetables Ns As To Fat Added In Cooking,Egg,185,14.17,11.36,2.74
833,Egg Omelet Or Scrambled Egg With Cheese Meat And Tomatoes Fat Added In Cooking,Egg,183,13.88,11.54,2.74
834,Egg Omelet Or Scrambled Egg With Cheese Meat And Tomatoes Ns As To Fat Added In Cooking,Egg,183,13.88,11.54,2.74
835,Egg Omelet Or Scrambled Egg With Meat And Tomatoes Fat Not Added In Cooking,Egg,138,9.11,10.77,2.76
836,Egg Omelet Or Scrambled Egg With Dark-Green Vegetables Fat Not Added In Cooking,Egg,119,7.3,10.23,2.77
837,Egg Omelet Or Scrambled Egg With Meat And Vegetables Other Than Dark-Green And/or Tomatoes Fat Not Added In Cooking,Egg,161,10.76,12.66,2.79
838,Egg Omelet Or Scrambled Egg With Cheese Tomatoes And Dark-Green Vegetables Fat Added In Cooking,Egg,167,12.75,10.21,2.8
839,Egg Omelet Or Scrambled Egg With Cheese Tomatoes And Dark-Green Vegetables Ns As To Fat Added In Cooking,Egg,167,12.75,10.21,2.8
